chrom	start	end	hmel	hcyd	f1	mean
10	12389710	12439429	2.7436	2.7924	2.479	2.6717
10	12439429	12507501	2.738	2.8775	2.7682	2.7946
10	12507501	12588699	2.6391	2.89	3.0617	2.8636
10	12588699	12640540	2.6469	2.8155	3.3104	2.9243
10	12640541	12731554	2.4904	2.7818	3.5621	2.9448
10	12731683	12840242	1.796	2.7203	3.89	2.8021
10	12840242	12920263	1.8144	2.6373	4.174	2.8752
10	12920263	12974498	2.3321	2.6215	4.3606	3.1047
10	12974498	13047471	2.9456	2.6261	4.5247	3.3654
10	13047471	13105991	3.1595	2.6488	4.6825	3.497
10	13105991	13249942	3.5397	2.3939	4.96	3.6312
10	13249970	13378709	4.8263	2.247	5.6638	4.2457
10	13378709	13484233	5.1632	2.684	6.104	4.6504
10	13484233	13548387	4.2876	3.3304	6.4657	4.6946
10	13548387	13594564	3.8373	3.8402	6.8374	4.8383
10	13594564	13683530	3.6793	3.8864	6.5826	4.7161
10	13683594	13737561	3.3659	4.1117	6.3407	4.6061
10	13737561	13791743	1.9271	4.5035	5.831	4.0872
10	13791743	13846148	2.0583	4.7026	4.8521	3.871
10	13846277	13907864	3.8806	4.6977	3.5455	4.0413
10	13907864	13959337	4.3136	4.4843	3.4668	4.0882
10	13959337	14048043	4.5712	4.1569	3.6089	4.1123
10	14048043	14233848	5.8797	3.9501	5.4259	5.0852
10	14233848	14293044	6.6209	3.9466	7.9409	6.1694
10	14293044	14357396	7.4258	4.0187	6.6549	6.0331
10	14357397	14445540	8.136	3.9027	6.9943	6.3444
10	14445540	14496887	8.4052	3.8858	5.9115	6.0675
10	14496887	14559431	8.3171	4.084	4.4875	5.6295
10	14559431	14711121	7.39	4.7266	3.9667	5.3611
10	14711121	14810003	5.2558	3.9943	3.5506	4.2669
10	14810131	14866579	3.3098	3.7786	3.2392	3.4425
10	14866579	14922360	2.0008	3.4181	2.725	2.7146
10	14922360	15052463	0.8241	3.0291	2.163	2.0054
10	15052464	15098856	0.6131	2.8678	1.9134	1.7981
10	15098856	15183321	1.2116	2.9217	1.9647	2.0327
10	15183321	15229043	2.1674	3.0919	2.1767	2.4787
10	15229273	15291922	2.5447	3.341	2.488	2.7912
10	15291922	15347330	2.4396	3.7096	2.3595	2.8362
10	15347330	15434312	2.5182	4.4079	1.9382	2.9548
10	15434312	15485794	2.8011	4.7123	1.6283	3.0472
10	15485794	15533234	2.8832	4.964	1.4553	3.1008
10	15533298	15582573	2.8699	4.9948	1.3239	3.0629
10	15582668	15657107	2.7143	4.7127	1.2117	2.8796
10	15657107	15696176	2.4512	4.8922	1.1577	2.8337
10	15696176	15742730	2.489	5.2138	1.1531	2.952
10	15742730	15868092	2.4103	4.3169	1.2394	2.6555
10	15868156	15909722	2.3789	3.9228	1.3852	2.5623
10	15909722	15951029	2.3806	3.7138	1.3356	2.4767
10	15951029	16002947	2.2622	3.4172	1.3045	2.328
10	16002947	16050115	2.0033	3.0343	1.3253	2.121
10	16050115	16108826	1.7067	2.6182	1.3789	1.9013
10	16108826	16215586	1.4689	2.0834	1.3321	1.6281
10	16215586	16287394	1.276	1.6268	1.199	1.3673
10	16287394	16366598	1.1692	1.3515	1.1275	1.2161
10	16366598	16407577	1.1177	1.1981	1.1019	1.1392
10	16407577	16448625	1.1017	1.131	1.1023	1.1117
10	16448625	16532853	1.1011	1.0878	1.1313	1.1067
10	16532917	16585628	1.0253	1.11	1.1961	1.1105
10	16585628	16627158	0.9475	1.1732	1.2635	1.1281
10	16627158	16700841	0.8708	0.8483	1.3721	1.0304
10	16700841	16779832	0.7972	1.0369	1.5563	1.1301
10	16779832	16861476	0.7554	0.9347	1.8012	1.1638
10	16861668	16979953	0.7564	0.8108	2.1706	1.2459
10	16980017	17036224	0.7997	0.7057	2.3846	1.2967
10	17036224	17110142	0.8627	0.6293	2.413	1.3017
10	17110142	17306022	0.9905	0.4767	2.1418	1.203
10	17306022	17395627	1.0292	0.3217	1.9387	1.0965
10	17395755	17438969	1.0365	0.2522	1.9179	1.0689
10	17438969	17502856	1.0392	0.1976	1.8724	1.0364
10	17502857	17584404	1.0425	0.1252	1.796	0.9879
10	17584404	17622805	1.0449	0.0669	1.7403	0.9507
10	17622805	17662228	1.0463	0.0299	1.7067	0.9276
10	17662228	17703177	1.0476	0	1.674	0.9072
10	17703177	17754565	1.0489	0	1.6389	0.896
10	17754565	17797648	1.0501	0	1.6057	0.8853
10	17797648	17844986	1.0511	0	1.5766	0.8759
10	17844986	17884697	1.0519	0	1.5509	0.8676
11	28261	108342	3.7691	0	4.7343	2.8345
11	108342	205731	4.0609	0.3895	6.5794	3.6766
11	205731	250991	4.285	0.824	8.3878	4.499
11	250991	302408	4.4308	1.1202	10.1513	5.2341
11	302408	346798	4.5708	1.415	11.429	5.8049
11	346798	402252	4.7118	1.7235	12.2001	6.2118
11	402252	451782	4.9269	2.0641	12.4291	6.4734
11	451846	498578	5.2031	2.3955	12.0964	6.565
11	498578	542920	5.1575	2.697	11.4958	6.4501
11	543113	615983	5.4056	3.0681	12.0405	6.8381
11	615983	670490	5.5366	3.4495	11.2019	6.7294
11	670490	739481	5.3966	3.7964	9.661	6.2847
11	739673	820543	4.8481	4.1898	7.858	5.632
11	820543	881642	3.9717	4.9407	4.5109	4.4744
11	881642	942354	3.6988	5.2367	3.9003	4.2786
11	942354	1017192	4.1006	5.4892	3.6243	4.4047
11	1017192	1095778	4.857	6.219	2.2436	4.4398
11	1095778	1165614	5.1	8.2946	2.1904	5.195
11	1165614	1226315	4.987	6.9408	3.2001	5.0426
11	1226315	1301465	4.5957	5.8266	4.9697	5.1307
11	1301465	1365501	4.2725	5.3467	5.9067	5.1753
11	1365502	1421897	4.1028	4.6124	6.4081	5.0411
11	1421962	1559412	4.0437	3.3944	6.8094	4.7492
11	1559733	1626495	4.0165	2.9215	6.7987	4.5789
11	1626551	1707906	3.8369	3.2236	6.4467	4.5024
11	1707906	1839137	4.5773	3.1108	5.4928	4.3936
11	1839138	1927168	6.4297	4.2496	4.6474	5.1089
11	1927168	2103217	7.8463	5.8254	4.512	6.0612
11	2103217	2172378	8.3138	7.0636	4.4772	6.6182
11	2172378	2276727	9.8449	8.5121	4.5592	7.6387
11	2276727	2398202	11.2986	8.6612	4.4943	8.1514
11	2398202	2554712	11.9589	8.1348	4.288	8.1272
11	2554840	2615351	11.693	7.2103	4.0391	7.6475
11	2615351	2695892	11.0742	6.2554	3.8276	7.0524
11	2695892	2772700	10.186	5.6052	3.5545	6.4486
11	2772700	2919293	9.4078	4.6876	3.303	5.7995
11	2919294	2994055	8.557	3.7566	3.1	5.1379
11	2994055	3087448	7.7423	2.8997	2.967	4.5363
11	3087576	3170542	5.4357	2.8345	2.8452	3.7052
11	3170542	3284745	5.1284	3.8148	2.7323	3.8918
11	3284745	3378794	6.6596	4.3953	2.607	4.554
11	3378794	3475970	6.7284	6.8883	2.4322	5.3496
11	3475970	3563707	6.2441	5.268	2.2816	4.5979
11	3563707	3629587	6.4403	4.8972	2.1734	4.5036
11	3629587	3700741	6.4156	4.9403	2.0904	4.4821
11	3700741	3775126	6.1392	4.2651	2.0158	4.1401
11	3775127	3925716	5.1184	3.1904	1.9298	3.4129
11	3925716	4053985	3.2107	2.4815	1.5901	2.4274
11	4053985	4136144	2.03	2.148	0.941	1.7063
11	4136144	4208193	1.3898	1.9376	0.6224	1.3166
11	4208257	4312929	0.8922	1.2975	0.4456	0.8784
11	4312929	4410947	0.6096	0.8407	0.4724	0.6409
11	4410947	4638570	0.8794	1.0332	1.0924	1.0017
11	4638570	4730625	1.834	2.1049	2.2509	2.0633
11	4731320	4833069	2.6312	3.3175	3.1658	3.0382
11	4833069	4955247	2.991	4.0427	4.0187	3.6842
11	4955247	5082616	3.7371	4.745	4.725	4.4024
11	5082685	5137213	4.5685	4.6619	5.1012	4.7772
11	5137213	5273979	4.8408	5.1059	5.6684	5.2051
11	5273979	5373104	4.8732	4.8997	7.0214	5.5981
11	5373104	5456564	5.4764	4.5662	7.59	5.8775
11	5456628	5671707	5.652	3.5922	5.8331	5.0258
11	5671835	5769178	4.9377	1.655	5.4464	4.013
11	5769178	5837915	4.4206	0.9013	5.2606	3.5275
11	5837915	5945258	4.0007	0.559	5.024	3.1946
11	5945258	6020895	3.6323	0.6405	4.7401	3.0043
11	6020895	6177656	3.2809	1.4931	4.3144	3.0294
11	6177656	6244784	3.0411	2.9508	3.848	3.28
11	6244798	6328421	2.9481	4.3108	3.4623	3.5737
11	6328421	6394766	2.879	5.4233	3.1012	3.8012
11	6394766	6491002	2.8406	6.2058	2.7786	3.9416
11	6491002	6597846	3.1603	6.5689	2.4696	4.0662
11	6597846	6654065	3.6705	6.3753	2.2942	4.1133
11	6654322	6715290	3.7135	6.3529	2.213	4.0931
11	6715290	6804774	3.9905	6.7674	2.1628	4.3069
11	6804774	6869919	4.7621	7.6181	2.1684	4.8495
11	6869920	6984636	5.562	8.5494	2.2583	5.4566
11	6984636	7121852	5.7715	10.4877	2.5215	6.2603
11	7121852	7213901	5.0627	9.6787	2.7699	5.8371
11	7213901	7314904	4.4578	8.5374	2.7187	5.2379
11	7314904	7479465	3.9632	5.9447	2.9158	4.2746
11	7479465	7546655	3.3335	5.3068	2.7825	3.8076
11	7546655	7641803	3.0659	4.7085	2.6655	3.48
11	7641803	7752334	2.9039	4.4989	2.925	3.4426
11	7752335	7809704	2.7203	4.542	3.4577	3.5733
11	7809704	7884955	2.3797	4.0853	4.1127	3.5259
11	7884955	7980930	2.5784	3.7531	4.868	3.7332
11	7980930	8081476	2.136	3.2727	5.3048	3.5712
11	8081476	8154773	1.8196	2.3643	6.8576	3.6805
11	8154773	8229214	1.6695	1.7553	8.1422	3.8557
11	8229215	8276788	1.6228	1.3709	7.527	3.5069
11	8276788	8369020	1.6662	1.0795	6.2137	2.9865
11	8369021	8440539	1.8292	0.9103	5.6414	2.7936
11	8440539	8633683	2.3986	1.1067	5.0659	2.8571
11	8633683	8715858	3.2078	1.7861	4.7894	3.2611
11	8715888	8845724	3.4347	2.6912	4.8665	3.6641
11	8845724	9018108	4.2243	3.5109	5.2369	4.324
11	9018172	9100419	5.3794	3.9434	5.3281	4.8836
11	9100419	9172520	6.3313	4.1395	5.2433	5.238
11	9172520	9282534	8.3575	4.3078	5.3355	6.0003
11	9282534	9387940	10.0242	4.6323	5.7156	6.7907
11	9388004	9471499	9.6405	5.6456	6.078	7.1214
11	9471499	9614160	8.23	5.4688	6.1808	6.6265
11	9614160	9676712	8.5962	5.3686	7.1769	7.0472
11	9676712	9750339	6.849	5.8305	8.1016	6.9271
11	9750339	9813823	5.6967	6.0929	8.12	6.6365
11	9813823	9962996	4.7427	6.0492	6.8117	5.8679
11	9962996	10019466	4.0405	5.5972	5.5426	5.0601
11	10019466	10120087	3.6671	4.868	5.2058	4.5803
11	10120087	10178453	2.9939	3.9753	4.6373	3.8688
11	10178453	10285230	2.2516	3.361	3.8536	3.1554
11	10285230	10390293	1.61	3.0542	3.0748	2.5797
11	10390293	10493701	1.3353	3.3047	2.5146	2.3849
11	10493701	10652321	1.512	4.3398	2.0873	2.6464
11	10652321	10713280	2.0449	5.0598	1.9334	3.0127
11	10713280	10815310	2.3712	4.9689	1.97	3.1034
11	10815310	10868560	2.3723	5.093	2.1016	3.189
11	10868560	10921320	2.3656	5.3176	2.2549	3.3127
11	10921320	11075462	2.3484	5.2603	2.709	3.4392
11	11075462	11137441	2.3258	5.0434	3.3505	3.5732
11	11137635	11222621	2.3069	5.0882	3.9158	3.7703
11	11222621	11384700	2.2821	5.0618	4.8762	4.0734
11	11384700	11531652	2.2664	5.0174	5.3296	4.2045
11	11531652	11585248	2.2558	4.9835	5.5527	4.264
11	11585249	11647228	2.2495	4.9774	5.6911	4.306
11	11647228	11715945	2.242	4.9812	5.8545	4.3592
12	17727	94668	1.4548	1.8001	2.3646	1.8732
12	94668	138893	1.4959	1.8159	2.4377	1.9165
12	138893	183712	1.5278	1.8281	2.4916	1.9491
12	183712	229855	1.5618	1.8409	2.5466	1.9831
12	229855	329204	1.6194	1.8624	2.6346	2.0388
12	329204	405713	1.6935	1.8898	2.7412	2.1082
12	405713	516799	1.7763	1.9209	2.8827	2.1933
12	516799	572965	1.8416	1.9501	3.0182	2.27
12	574076	703202	1.9034	1.9873	3.0668	2.3192
12	703202	758564	1.9704	2.0159	3.1286	2.3716
12	758564	807141	2.0113	2.0412	3.3635	2.472
12	807141	919795	2.071	2.0769	3.3056	2.4845
12	919795	1031217	2.1473	2.0835	3.2432	2.4913
12	1031217	1113790	2.2068	2.1428	2.9541	2.4345
12	1113790	1189857	2.2508	2.1681	2.8489	2.4226
12	1189857	1258702	2.2874	2.171	2.7586	2.4057
12	1258702	1338026	2.365	2.1537	2.4024	2.307
12	1338027	1455443	2.5236	2.0988	1.8138	2.1454
12	1455443	1586951	2.5403	1.9794	2.522	2.3472
12	1586951	1696458	2.5586	1.7466	2.871	2.3921
12	1696458	1777775	2.6449	1.6358	2.7525	2.3444
12	1777775	1859330	2.6872	1.8384	2.9404	2.4887
12	1859394	1918611	2.7016	1.9303	3.0656	2.5658
12	1918611	1979182	2.6968	2.0223	3.0919	2.6037
12	1979182	2081676	2.6646	2.1685	3.0076	2.6135
12	2081676	2129241	2.6126	2.3213	2.8251	2.5863
12	2129241	2179573	2.5318	2.4323	2.6409	2.535
12	2179573	2229465	2.2883	2.5545	2.3053	2.3827
12	2229465	2368530	2.5235	2.8407	2.1987	2.521
12	2368530	2459780	2.768	3.3616	2.2971	2.8089
12	2459780	2571671	2.8812	3.7032	2.1928	2.9257
12	2571671	2632565	2.9361	3.8623	2.1	2.9661
12	2632565	2683423	2.9489	3.8933	2.0377	2.96
12	2683423	2783218	2.9373	3.8432	1.9605	2.9137
12	2783218	2829627	2.8998	3.6152	1.8892	2.8014
12	2829627	2957528	2.8093	3.2137	1.833	2.6187
12	2957528	3029630	2.6298	3.1028	1.71	2.4809
12	3029630	3097016	2.512	3.2905	1.6078	2.4701
12	3097144	3144182	2.4439	3.491	1.535	2.4899
12	3144182	3272900	2.3968	3.1447	1.4326	2.3247
12	3272900	3331887	2.4056	3.4077	1.3327	2.382
12	3331887	3453560	2.489	3.5481	1.2486	2.4286
12	3453560	3565033	2.6897	4.0113	1.1547	2.6186
12	3565033	3695367	2.9469	4.4846	0.9766	2.8027
12	3695625	3752719	3.0131	4.4028	0.7404	2.7188
12	3752719	3831410	2.9598	4.2284	0.6197	2.6026
12	3831410	3988877	3.0931	4.7851	0.5162	2.7981
12	3988877	4091137	3.0216	3.9471	0.5374	2.502
12	4091137	4156137	2.6514	3.6913	0.6344	2.3257
12	4156137	4203036	2.5064	3.5427	0.7362	2.2618
12	4203091	4344506	2.6667	3.1782	0.9129	2.2526
12	4344506	4428422	2.5766	2.9624	0.9273	2.1554
12	4428422	4488481	2.5608	2.8528	0.9507	2.1214
12	4488481	4572258	2.6584	2.6908	1.0209	2.1234
12	4572258	4706760	2.9005	2.4963	1.213	2.2033
12	4706760	4805851	2.9848	2.3506	1.2457	2.1937
12	4805851	4913300	3.1832	1.7196	1.3302	2.0777
12	4913300	4969196	3.4439	2.0016	1.647	2.3642
12	4969260	5038219	3.7238	2.0185	1.7818	2.5081
12	5038219	5179066	3.9853	1.8242	1.951	2.5868
12	5179130	5366256	3.8523	2.4572	2.3563	2.8886
12	5366256	5425907	3.8924	3.6215	2.7655	3.4265
12	5425907	5524988	3.7077	4.8558	3.1326	3.8987
12	5525273	5584815	3.7598	5.4999	3.8598	4.3732
12	5584879	5672017	3.2329	5.7468	4.1753	4.385
12	5672017	5899053	4.6403	6.4756	3.3745	4.8301
12	5899053	6008292	5.6343	6.281	3.0945	5.0032
12	6008292	6074352	5.6398	7.3085	3.4805	5.4762
12	6074352	6153119	6.1078	7.1372	3.7683	5.6711
12	6153119	6241336	5.213	5.1745	4.0913	4.8263
12	6241336	6323879	3.8329	3.116	4.5089	3.8193
12	6324007	6420406	3.5844	1.7652	5.3922	3.5806
12	6420470	6477601	3.4508	0.8154	4.8941	3.0534
12	6477601	6639710	3.4837	0	5.2287	2.9041
12	6639710	6706563	3.368	0	6.1504	3.1728
12	6706691	6816236	3.2482	0	3.9494	2.3992
12	6816236	6985255	3.2196	0	2.9792	2.0663
12	6985255	7063429	4.0291	0.2319	1.6662	1.9757
12	7063429	7170388	5.1771	1.2094	1.3491	2.5785
12	7170388	7291304	6.1684	2.8129	2.7931	3.9248
12	7291304	7436701	6.4349	4.7826	4.2999	5.1725
12	7436765	7589965	7.3762	5.2772	6.493	6.3821
12	7589965	7640451	5.0879	5.4546	6.8859	5.8095
12	7640451	7738603	4.5274	5.562	7.4918	5.8604
12	7738603	7788573	4.4342	5.1427	7.1476	5.5748
12	7788648	7851300	4.5546	4.5132	6.967	5.3449
12	7851300	7944463	4.0719	5.7728	6.6543	5.4997
12	7944591	8001354	3.7985	7.237	5.9893	5.6749
12	8001418	8066677	3.8119	9.7425	5.5287	6.361
12	8066677	8122555	4.0229	12.2954	5.1953	7.1712
12	8122619	8190272	4.2889	10.9656	4.9888	6.7478
12	8190336	8258243	3.9486	7.5658	4.911	5.4751
12	8258243	8334227	3.8854	4.5111	4.9502	4.4489
12	8334227	8387451	4.1991	2.2287	4.4902	3.6393
12	8387579	8473688	3.869	0.307	4.5551	2.9104
12	8473688	8569199	3.758	0	5.1336	2.9639
12	8569199	8620414	3.8071	0	5.7594	3.1888
12	8620414	8711709	3.9072	0	6.1331	3.3468
12	8711709	8791177	3.9481	0	6.4137	3.4539
12	8791177	8883062	3.9819	0	6.6173	3.5331
12	8883062	8942360	4.0112	1.3068	6.7366	4.0182
12	8942360	9028574	4.0387	3.6682	6.7915	4.8328
12	9028574	9080690	4.0655	6.0241	6.7979	5.6291
12	9080690	9127846	4.3944	6.0568	7.1905	5.8806
12	9127846	9173882	4.7238	5.9507	7.6591	6.1112
12	9174010	9234364	4.6702	5.9685	7.7663	6.135
12	9234364	9312301	3.9511	6.134	7.2865	5.7906
12	9312301	9376184	3.2362	6.221	7.2692	5.5754
12	9376377	9481785	3.1067	6.1944	7.3663	5.5558
12	9481785	9541321	2.7534	6.1148	6.9922	5.2868
12	9541321	9583762	2.4881	6.1864	6.506	5.0601
12	9583886	9633052	2.3026	6.0613	6.4069	4.9236
12	9633052	9682795	2.1568	6.1069	6.3819	4.8819
12	9682795	9759078	2.056	5.8417	6.004	4.6339
12	9759078	9840096	2.0556	5.4763	5.7692	4.4337
12	9840096	9919707	2.2018	5.219	5.5838	4.3348
12	9919707	9994341	2.479	4.9605	4.8305	4.09
12	9994341	10057174	2.6791	4.7526	4.1201	3.8506
12	10057174	10119641	2.7058	4.5139	3.5993	3.6063
12	10119641	10171314	2.7942	4.2567	3.2256	3.4255
12	10171314	10302220	2.8418	3.7571	2.8512	3.15
12	10302368	10347878	2.3405	3.1941	2.69	2.7415
12	10347879	10452862	2.0057	2.4125	2.7641	2.3941
12	10452862	10516168	2.1196	1.6118	3.0266	2.2526
12	10516168	10639732	2.9277	1.6763	3.5241	2.7093
12	10639732	10782241	3.9886	3.3399	3.4585	3.5957
12	10782241	10832506	5.4308	5.3509	3.9764	4.9193
12	10832570	10897699	7.3136	6.3325	4.6059	6.084
12	10897699	10977971	7.5662	7.9058	4.9428	6.8049
12	10977971	11033122	8.3626	8.4885	5.2166	7.3559
12	11033122	11088180	7.8135	10.0741	5.4726	7.7867
12	11088245	11180658	8.9297	8.0086	5.8624	7.6002
12	11180722	11265721	6.8275	6.7479	5.801	6.4588
12	11265721	11372713	4.1617	6.0928	7.0022	5.7522
12	11372713	11456055	6.0529	4.9763	8.824	6.6177
12	11456055	11503649	7.9597	4.5493	8.8534	7.1208
12	11503649	11550594	8.3708	5.044	8.1573	7.1907
12	11550594	11616430	7.9672	4.9391	6.803	6.5698
12	11616430	11692324	6.4297	5.034	6.0539	5.8392
12	11692324	11748687	5.4717	5.2794	5.4465	5.3992
12	11748687	11804326	5.0847	5.6081	5.0296	5.2408
12	11804326	11864703	4.7597	5.9195	4.6171	5.0988
12	11864703	11912499	4.37	6.4933	4.0725	4.9786
12	11912499	11957402	3.9666	7.1714	3.1955	4.7778
12	11958018	12051992	3.2502	6.0811	3.2149	4.1821
12	12051992	12183991	2.5327	4.8514	2.686	3.3567
12	12184052	12231927	1.9886	3.8011	2.2373	2.6757
12	12231927	12306986	1.3236	3.5095	1.7955	2.2095
12	12306986	12393536	0.7239	3.5154	1.3815	1.8736
12	12393536	12446721	0.4488	3.406	1.1713	1.6754
12	12446786	12550817	0.4502	2.9156	1.1237	1.4965
12	12550817	12631157	0.8072	2.5566	1.2836	1.5492
12	12631157	12699663	0.9969	2.4393	1.5425	1.6595
12	12699663	12843800	0.6891	2.3027	1.254	1.4153
12	12843800	12952703	0.507	2.3803	1.2493	1.3789
12	12952703	12994772	0.5002	2.5801	1.4683	1.5162
12	12994772	13098946	0.5787	2.9014	0.98	1.4867
12	13098946	13185414	0.7825	3.2628	0.7936	1.613
12	13185414	13315464	1.1656	3.1481	1.5179	1.9439
12	13315464	13395702	1.3028	3.2094	2.7982	2.4368
12	13395702	13447206	1.2856	3.3992	3.2197	2.6348
12	13447206	13590373	1.4834	3.6399	4.1556	3.093
12	13590373	13714870	2.0395	3.6897	5.4466	3.7253
12	13714998	13761438	2.3063	3.5444	4.5575	3.4694
12	13761438	13808168	2.4822	3.3945	4.7406	3.5391
12	13808168	13914238	2.8289	2.6681	4.4705	3.3225
12	13914387	14061947	3.2289	3.1684	3.4948	3.2974
12	14062011	14126602	3.5193	3.1467	3.0783	3.2481
12	14126602	14178281	3.9122	3.1536	2.8997	3.3218
12	14178281	14318960	4.4001	3.8228	2.6505	3.6245
12	14319024	14367750	4.1635	3.8002	2.4477	3.4705
12	14367750	14449455	4.1147	3.1037	2.3413	3.1866
12	14449455	14570274	3.7522	2.3236	1.9973	2.691
12	14570274	14651402	2.261	2.2514	1.58	2.0308
12	14651402	14736968	1.8204	2.1621	1.9343	1.9723
12	14736968	14838309	1.8671	1.9215	1.7826	1.8571
12	14838309	15019059	2.6628	1.6439	1.6989	2.0019
12	15019059	15104744	3.0169	1.4623	1.7573	2.0789
12	15104744	15195364	3.0604	1.3941	1.8132	2.0892
12	15195364	15271180	3.0602	1.3361	1.7963	2.0642
12	15271180	15377972	3.122	1.1901	1.7646	2.0256
12	15377972	15512127	2.3014	1.036	1.7031	1.6802
12	15512127	15550755	2.0691	0.9142	1.6466	1.5433
12	15550755	15585669	1.964	0.8614	1.6187	1.4813
12	15585669	15618737	1.8669	0.8125	1.591	1.4234
12	15618737	15653187	1.7706	0.7639	1.5654	1.3666
12	15653187	15730945	1.6108	0.683	1.5334	1.2758
12	15730945	15904021	1.2545	0.5021	1.4686	1.0751
12	15904021	16049759	0.8032	0.2715	1.3898	0.8215
12	16049759	16119937	0.4987	0.115	1.3355	0.6497
12	16119937	16177657	0.3187	0.0221	1.3033	0.548
12	16177771	16279104	0.0951	0	1.2631	0.4527
13	36196	113955	0.336	0.5784	0.9352	0.6165
13	113955	181078	0.4705	0.8505	0.9826	0.7679
13	181078	232411	0.5794	1.0781	1.0311	0.8962
13	232455	275651	0.6656	1.2634	1.0742	1.001
13	275651	344012	0.7664	1.4859	1.1108	1.121
13	344012	385382	0.8647	1.7097	1.143	1.2391
13	385447	477995	0.9842	2	1.1796	1.3879
13	477995	556986	1.1402	2.3014	1.2227	1.5548
13	557050	618435	1.2716	2.4751	1.2547	1.6671
13	618435	656869	1.3668	2.7529	1.2756	1.7984
13	656869	693015	1.4391	2.9453	1.2902	1.8915
13	693015	733299	1.5142	2.9708	1.3042	1.9297
13	733299	803593	1.6286	3.5303	1.3229	2.1606
13	803593	865358	1.8173	3.6661	1.3432	2.2755
13	865358	911284	1.9766	3.2769	1.3835	2.2123
13	911284	955308	2.1008	3.1418	1.4162	2.2196
13	955308	1056242	2.2828	3.0981	1.4376	2.2728
13	1056242	1103592	2.4504	2.9021	1.5587	2.3037
13	1103592	1149162	2.5436	2.7349	1.6086	2.2957
13	1149162	1190851	2.6235	2.6109	1.6071	2.2805
13	1190851	1272635	2.7229	2.4947	1.5479	2.2551
13	1272635	1359071	2.8351	2.4367	1.6971	2.323
13	1359135	1417324	2.9103	2.4799	1.7596	2.3833
13	1417324	1462128	2.951	2.5662	1.7015	2.4062
13	1462128	1515155	2.9797	2.6915	1.5661	2.4124
13	1515155	1609277	2.9736	2.7748	1.2932	2.3472
13	1609277	1718962	2.9343	2.7721	1.0367	2.2477
13	1718962	1754608	3.0238	2.9737	0.9434	2.3136
13	1754608	1813155	3.0366	3.0292	0.9322	2.3326
13	1813561	1906447	2.6269	3.1139	0.9875	2.2427
13	1906447	1954754	2.6221	3.1874	1.1114	2.307
13	1954882	2007204	2.9325	3.2365	1.2501	2.4731
13	2007204	2096849	3.3111	3.3016	1.5062	2.7063
13	2096849	2190906	3.4732	3.4078	1.7669	2.8826
13	2190906	2266980	3.784	3.4945	1.9848	3.0878
13	2266980	2359591	4.2126	3.5478	2.219	3.3265
13	2359592	2450785	4.2706	3.5706	2.4938	3.445
13	2450785	2553867	3.5354	3.5149	2.8071	3.2858
13	2553868	2603408	2.832	3.4243	3.0685	3.1083
13	2603408	2696243	2.3961	3.4629	3.3267	3.0619
13	2696371	2806404	2.0547	3.7173	3.7161	3.1627
13	2806469	2915128	2.0601	4.2568	4.1635	3.4935
13	2915256	3000334	2.3875	4.9067	4.5845	3.9595
13	3000334	3067934	2.8826	4.9506	5.1482	4.3271
13	3067993	3181097	3.7951	5.407	6.0951	5.0991
13	3181097	3276687	4.4372	5.7435	6.6422	5.6077
13	3276687	3330738	4.5422	5.482	6.2436	5.4226
13	3330803	3371958	4.4541	5.1667	5.6123	5.0777
13	3371958	3504578	4.3924	5.7261	4.8981	5.0055
13	3504578	3556724	4.4571	5.9238	4.149	4.8433
13	3556724	3641150	4.6095	5.5759	3.5427	4.576
13	3641150	3729030	4.8922	4.6269	3.0248	4.1813
13	3729030	3821049	5.3434	3.6334	2.7878	3.9215
13	3821049	3914321	5.4012	2.9749	2.867	3.7477
13	3914321	3979038	5.3936	2.5983	3.1869	3.7263
13	3979038	4103040	5.4353	2.3976	3.5879	3.8069
13	4103105	4179212	5.1033	2.4331	3.7102	3.7489
13	4179212	4246495	5.1256	2.6381	3.6813	3.815
13	4246495	4292358	5.1543	2.9001	3.5951	3.8832
13	4292359	4393695	5.2081	3.2742	3.69	4.0574
13	4394761	4476947	5.2643	3.2632	3.9076	4.145
13	4476947	4525685	5.1976	3.0267	3.8083	4.0109
13	4525686	4575893	5.0703	3.203	3.5805	3.9513
13	4575893	4669645	4.7675	3.2531	3.1329	3.7178
13	4669645	4762694	4.1867	2.9247	2.8489	3.3201
13	4762694	4906313	3.1828	2.5566	2.5675	2.769
13	4906313	5031944	2.2114	2.1331	2.1942	2.1796
13	5031944	5146532	1.6641	1.5155	1.6683	1.616
13	5146532	5199061	1.45	1.2019	1.5409	1.3976
13	5199122	5301957	1.3938	1.0372	1.6756	1.3689
13	5301957	5383852	1.4763	0.9744	1.5128	1.3212
13	5383852	5468010	1.6359	1.0532	1.5798	1.423
13	5468010	5535777	1.1393	1.2328	2.1814	1.5178
13	5535777	5651214	0.8013	1.5975	2.4212	1.6066
13	5651214	5740152	1.2228	2.0187	2.7006	1.9807
13	5740152	5805408	1.7599	2.0468	3.0146	2.2738
13	5805408	5855513	1.8161	1.862	3.2505	2.3095
13	5855513	5970753	1.8941	1.6004	3.3837	2.2927
13	5970753	6032149	1.979	1.6461	3.5877	2.4043
13	6032149	6099930	2.0486	1.6599	3.5432	2.4172
13	6100404	6152144	2.1862	1.6483	3.0163	2.2836
13	6152145	6282727	2.345	1.6376	2.5831	2.1885
